ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Nivel_gravedad,Categoria,Frecuencia_similar,Personas_afectadas,Fecha
9092,Camilo,70.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-11-11,0,0,1,GRAVE,Medio Ambiente,1,1,2023-11-11
9093,Valentina,61.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-09-14,0,1,0,GRAVE,Medio Ambiente,1,1,2023-09-14
9094,Laura,36.0,M,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,2023-04-18,0,1,0,LEVE,Salud,1,1,2023-04-18
9095,Ana,69.0,Otro,Medellín,,Educación,Urgente,2023-04-09,1,1,0,GRAVE,Educación,1,1,2023-04-09
9096,María,60.0,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-03-29,0,0,0,GRAVE,Seguridad,1,1,2023-03-29
9097,Pedro,79.0,M,Pereira,,Salud,Urgente,2024-05-08,0,0,1,GRAVE,Salud,1,1,2024-05-08
9098,Pedro,,Otro,Manizales,falta agua potable en varias casas.,Educación,Urgente,2024-07-05,1,1,0,GRAVE,Educación,1,1,2024-07-05
9099,Sofía,70.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-09-14,0,1,1,LEVE,Medio Ambiente,1,1,2024-09-14
9100,María,38.0,F,Manizales,faltan médicos en el centro de salud.,Educación,No urgente,2024-03-15,1,0,1,LEVE,Educación,1,1,2024-03-15
9101,Camilo,62.0,,Cartagena,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-04-20,0,0,1,LEVE,Seguridad,1,1,2023-04-20
9102,Camilo,71.0,F,Cali,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-10-14,0,0,1,GRAVE,Medio Ambiente,1,1,2024-10-14
9103,Juan,21.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-04-12,0,0,0,GRAVE,Medio Ambiente,1,1,2023-04-12
9104,Jorge,,Otro,Cúcuta,faltan médicos en el centro de salud.,Salud,No urgente,2024-11-29,1,1,1,LEVE,Salud,1,1,2024-11-29
9105,Valentina,52.0,Otro,Santa Marta,,Seguridad,No urgente,2023-09-19,0,1,1,LEVE,Seguridad,1,1,2023-09-19
9106,María,42.0,,Barranquilla,faltan médicos en el centro de salud.,Educación,Urgente,2024-05-18,1,1,1,GRAVE,Educación,1,1,2024-05-18
9107,Camilo,53.0,Otro,Manizales,falta agua potable en varias casas.,Salud,Urgente,2023-01-27,1,0,0,GRAVE,Salud,1,1,2023-01-27
9108,Valentina,37.0,F,Barranquilla,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-03-03,1,0,0,GRAVE,Salud,1,1,2023-03-03
9109,Sofía,,F,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,2024-03-13,1,1,1,LEVE,Seguridad,1,1,2024-03-13
9110,Camilo,32.0,Otro,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2024-11-27,1,1,0,GRAVE,Salud,1,1,2024-11-27
9111,Juan,34.0,F,Bucaramanga,queremos más presencia policial.,Medio Ambiente,Urgente,2024-11-01,1,0,0,GRAVE,Medio Ambiente,1,1,2024-11-01
9112,Jorge,29.0,,Barranquilla,falta agua potable en varias casas.,Educación,No urgente,2023-12-11,0,1,0,LEVE,Educación,1,1,2023-12-11
9113,Pedro,46.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-07-22,0,0,0,GRAVE,Medio Ambiente,1,1,2023-07-22
9114,Pedro,33.0,M,Cali,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-10-28,1,0,1,LEVE,Salud,1,1,2024-10-28
9115,Sofía,16.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-03-30,1,0,0,LEVE,Medio Ambiente,1,1,2024-03-30
9116,Camilo,59.0,F,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-06-27,1,1,1,GRAVE,Medio Ambiente,1,1,2024-06-27
9117,María,69.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-02-04,0,0,0,GRAVE,Seguridad,1,1,2024-02-04
9118,Carlos,45.0,,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2023-03-15,1,0,1,LEVE,Salud,1,1,2023-03-15
9119,Laura,32.0,Otro,Pereira,falta agua potable en varias casas.,Educación,Urgente,2023-10-06,0,0,1,GRAVE,Educación,1,1,2023-10-06
9120,Valentina,71.0,F,Bogotá,falta agua potable en varias casas.,Educación,No urgente,2024-02-21,1,0,1,LEVE,Educación,1,1,2024-02-21
9121,Sofía,45.0,F,Bucaramanga,hay problemas con la recolección de basura.,Salud,No urgente,2023-12-14,0,0,1,LEVE,Salud,1,1,2023-12-14
9122,Juan,56.0,F,Medellín,queremos más presencia policial.,Seguridad,Urgente,2023-11-06,1,0,0,GRAVE,Seguridad,1,1,2023-11-06
9123,Laura,75.0,M,Manizales,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-02-18,1,0,0,LEVE,Salud,1,1,2024-02-18
9124,Laura,59.0,F,Cali,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-09-01,1,1,0,LEVE,Educación,1,1,2023-09-01
9125,Carlos,33.0,M,Cúcuta,hay problemas con la recolección de basura.,Salud,Urgente,2023-01-07,0,0,0,GRAVE,Salud,1,1,2023-01-07
9126,Jorge,69.0,F,Bogotá,,Educación,No urgente,2023-12-06,1,1,0,LEVE,Educación,1,1,2023-12-06
9127,Sofía,16.0,F,Pereira,no hay suficientes escuelas públicas.,Salud,No urgente,2024-03-18,0,0,0,LEVE,Salud,1,1,2024-03-18
9128,Juan,,F,Pereira,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-10-28,1,0,0,LEVE,Educación,1,1,2023-10-28
9129,Juan,57.0,M,Pereira,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-03-10,0,0,1,LEVE,Medio Ambiente,1,1,2024-03-10
9130,Camilo,38.0,Otro,Santa Marta,las basuras no se recogen a tiempo.,Educación,Urgente,2024-04-30,0,1,0,GRAVE,Educación,1,1,2024-04-30
9131,Valentina,38.0,Otro,Cali,queremos más presencia policial.,Salud,Urgente,2023-05-18,0,0,1,GRAVE,Salud,1,1,2023-05-18
9132,Sofía,18.0,F,Bucaramanga,las basuras no se recogen a tiempo.,Salud,Urgente,2023-02-05,1,1,1,GRAVE,Salud,1,1,2023-02-05
9133,Pedro,41.0,M,Bucaramanga,queremos más presencia policial.,Educación,Urgente,2023-09-05,1,1,1,GRAVE,Educación,1,1,2023-09-05
9134,Carlos,,,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-02-16,1,0,0,LEVE,Medio Ambiente,1,1,2024-02-16
9135,Valentina,69.0,M,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,2024-07-03,1,0,0,LEVE,Salud,1,1,2024-07-03
9136,Laura,59.0,M,Cali,la contaminación del río está aumentando.,Salud,No urgente,2023-11-02,1,0,1,LEVE,Salud,1,1,2023-11-02
9137,Sofía,,M,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,2023-08-23,1,1,0,LEVE,Salud,1,1,2023-08-23
9138,Valentina,44.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-01-15,0,0,1,GRAVE,Medio Ambiente,1,1,2024-01-15
9139,Juan,44.0,M,Bogotá,no hay suficientes escuelas públicas.,Salud,No urgente,2023-03-05,0,1,1,LEVE,Salud,1,1,2023-03-05
9140,Ana,24.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-01-07,1,1,0,GRAVE,Salud,1,1,2024-01-07
9141,Ana,76.0,M,Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-01-18,1,0,1,GRAVE,Medio Ambiente,1,1,2023-01-18
9142,Valentina,51.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-05-27,1,0,0,GRAVE,Medio Ambiente,1,1,2024-05-27
9143,Carlos,76.0,,Bogotá,queremos más presencia policial.,Salud,No urgente,2023-02-17,0,0,0,LEVE,Salud,1,1,2023-02-17
9144,Juan,30.0,Otro,Medellín,las basuras no se recogen a tiempo.,Salud,No urgente,2023-11-03,1,1,1,LEVE,Salud,1,1,2023-11-03
9145,Ana,46.0,F,Santa Marta,no hay suficientes escuelas públicas.,Salud,Urgente,2023-10-03,0,0,0,GRAVE,Salud,1,1,2023-10-03
9146,Sofía,,Otro,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-07-23,1,0,1,LEVE,Medio Ambiente,1,1,2023-07-23
9147,Camilo,60.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-07-31,1,0,0,LEVE,Seguridad,1,1,2024-07-31
9148,Laura,51.0,M,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-05-19,0,1,0,LEVE,Medio Ambiente,1,1,2024-05-19
9149,Pedro,22.0,Otro,Medellín,,Medio Ambiente,No urgente,2024-02-29,1,0,1,LEVE,Medio Ambiente,1,1,2024-02-29
9150,Laura,54.0,F,Manizales,hay problemas con la recolección de basura.,Educación,No urgente,2023-05-07,0,1,0,LEVE,Educación,1,1,2023-05-07
9151,Juan,23.0,Otro,Bucaramanga,falta agua potable en varias casas.,Salud,Urgente,2023-06-09,0,0,0,GRAVE,Salud,1,1,2023-06-09
9152,Laura,40.0,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-08-17,0,1,1,GRAVE,Salud,1,1,2024-08-17
9153,Juan,59.0,M,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-06-24,1,1,0,LEVE,Medio Ambiente,1,1,2024-06-24
9154,Ana,,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2024-04-20,0,0,1,LEVE,Salud,1,1,2024-04-20
9155,Jorge,56.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-02-15,1,0,0,GRAVE,Medio Ambiente,1,1,2024-02-15
9156,Jorge,56.0,F,Medellín,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-08-30,1,1,0,GRAVE,Seguridad,1,1,2024-08-30
9157,Juan,64.0,Otro,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-09-19,1,0,1,GRAVE,Medio Ambiente,1,1,2023-09-19
9158,Juan,80.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-01-29,0,0,1,GRAVE,Educación,1,1,2024-01-29
9159,María,41.0,Otro,Manizales,las basuras no se recogen a tiempo.,Salud,Urgente,2024-07-12,0,0,1,GRAVE,Salud,1,1,2024-07-12
9160,Pedro,,M,Barranquilla,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-12-29,0,1,0,GRAVE,Educación,1,1,2023-12-29
9161,Sofía,46.0,Otro,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-09-09,0,0,0,LEVE,Medio Ambiente,1,1,2023-09-09
9162,Valentina,43.0,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-10-11,1,0,0,GRAVE,Medio Ambiente,1,1,2023-10-11
9163,Sofía,23.0,Otro,Medellín,falta agua potable en varias casas.,Educación,No urgente,2024-04-24,1,1,1,LEVE,Educación,1,1,2024-04-24
9164,María,,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-05-25,0,0,0,LEVE,Salud,1,1,2023-05-25
9165,Ana,24.0,F,Medellín,faltan médicos en el centro de salud.,Salud,No urgente,2023-01-04,0,0,1,LEVE,Salud,1,1,2023-01-04
9166,Carlos,67.0,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-06-29,1,0,1,GRAVE,Educación,1,1,2024-06-29
9167,Ana,76.0,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,No urgente,2024-07-25,1,0,1,LEVE,Medio Ambiente,1,1,2024-07-25
9168,Jorge,32.0,F,Barranquilla,no hay suficientes escuelas públicas.,Seguridad,No urgente,2024-08-19,1,0,1,LEVE,Seguridad,1,1,2024-08-19
9169,Jorge,58.0,Otro,Bucaramanga,faltan médicos en el centro de salud.,Salud,Urgente,2023-11-17,0,1,0,GRAVE,Salud,1,1,2023-11-17
9170,Valentina,64.0,M,Bucaramanga,la contaminación del río está aumentando.,Educación,No urgente,2024-03-25,0,1,0,LEVE,Educación,1,1,2024-03-25
9171,Valentina,15.0,M,Medellín,falta agua potable en varias casas.,Salud,Urgente,2023-08-13,0,0,0,GRAVE,Salud,1,1,2023-08-13
9172,Pedro,33.0,F,Bucaramanga,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-01-21,1,0,0,GRAVE,Seguridad,1,1,2024-01-21
9173,Ana,,Otro,Bogotá,no hay suficientes escuelas públicas.,Educación,No urgente,2023-04-25,0,0,0,LEVE,Educación,1,1,2023-04-25
9174,Carlos,60.0,Otro,Cartagena,hay problemas con la recolección de basura.,Salud,No urgente,2023-10-26,1,1,1,LEVE,Salud,1,1,2023-10-26
9175,Camilo,73.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-06-17,1,0,1,LEVE,Seguridad,1,1,2023-06-17
9176,Ana,31.0,M,Bogotá,la contaminación del río está aumentando.,Salud,Urgente,2023-11-13,0,1,1,GRAVE,Salud,1,1,2023-11-13
9177,Valentina,64.0,,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-01-23,1,0,0,GRAVE,Seguridad,1,1,2023-01-23
9178,Carlos,,F,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,2023-01-05,0,1,0,LEVE,Educación,1,1,2023-01-05
9179,Pedro,,M,Pereira,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-11-05,1,0,0,GRAVE,Seguridad,1,1,2023-11-05
9180,Ana,56.0,F,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-06-17,1,0,1,GRAVE,Educación,1,1,2023-06-17
9181,Valentina,18.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-11-26,0,0,1,LEVE,Medio Ambiente,1,1,2024-11-26
9182,Carlos,76.0,F,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-12-18,0,0,1,LEVE,Medio Ambiente,1,1,2023-12-18
9183,Juan,31.0,M,Bucaramanga,la contaminación del río está aumentando.,Salud,Urgente,2024-11-30,1,0,1,GRAVE,Salud,1,1,2024-11-30
9184,Camilo,80.0,M,Bogotá,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-02-18,1,1,1,LEVE,Salud,1,1,2024-02-18
9185,Carlos,53.0,Otro,Bogotá,queremos más presencia policial.,Seguridad,No urgente,2023-11-02,0,1,1,LEVE,Seguridad,1,1,2023-11-02
9186,María,64.0,F,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-04-25,1,0,0,GRAVE,Seguridad,1,1,2023-04-25
9187,Valentina,73.0,Otro,Cali,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-09-08,1,1,0,GRAVE,Medio Ambiente,1,1,2024-09-08
9188,Ana,50.0,Otro,Cartagena,hay problemas con la recolección de basura.,Educación,No urgente,2024-05-14,1,0,1,LEVE,Educación,1,1,2024-05-14
9189,Pedro,46.0,M,Manizales,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-05-28,0,0,0,GRAVE,Salud,1,1,2024-05-28
9190,María,21.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-09-14,0,1,1,LEVE,Salud,1,1,2023-09-14
9191,Jorge,,M,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2023-02-10,0,1,0,LEVE,Salud,1,1,2023-02-10
9192,Camilo,55.0,M,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,2024-10-26,0,0,1,GRAVE,Educación,1,1,2024-10-26
9193,María,58.0,F,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-03-02,1,0,0,LEVE,Medio Ambiente,1,1,2024-03-02
9194,Carlos,29.0,Otro,Medellín,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-03-12,1,1,1,LEVE,Salud,1,1,2024-03-12
9195,Valentina,68.0,F,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-01-09,1,0,0,GRAVE,Medio Ambiente,1,1,2024-01-09
9196,Ana,27.0,Otro,Pereira,hay problemas con la recolección de basura.,Salud,Urgente,2024-08-11,0,0,0,GRAVE,Salud,1,1,2024-08-11
9197,María,31.0,Otro,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,2023-04-23,1,1,1,LEVE,Educación,1,1,2023-04-23
9198,Sofía,,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-01-24,1,1,0,GRAVE,Salud,1,1,2023-01-24
9199,Ana,27.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,2023-01-23,1,1,0,GRAVE,Salud,1,1,2023-01-23
9200,María,60.0,M,Medellín,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-09-26,0,0,1,LEVE,Medio Ambiente,1,1,2023-09-26
9201,Jorge,36.0,F,Cali,la contaminación del río está aumentando.,Salud,No urgente,2024-03-25,0,0,0,LEVE,Salud,1,1,2024-03-25
9202,Camilo,39.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-05-04,1,1,1,GRAVE,Medio Ambiente,1,1,2023-05-04
9203,María,52.0,M,Cali,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-05-08,0,1,0,GRAVE,Seguridad,1,1,2024-05-08
9204,Laura,,M,Santa Marta,,Seguridad,Urgente,2024-01-25,1,0,0,GRAVE,Seguridad,1,1,2024-01-25
9205,Carlos,17.0,M,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-04-23,0,1,1,LEVE,Medio Ambiente,1,1,2023-04-23
9206,Sofía,33.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-04-14,1,1,0,LEVE,Seguridad,1,1,2023-04-14
9207,Pedro,39.0,F,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,2024-11-16,0,1,1,GRAVE,Educación,1,1,2024-11-16
9208,Laura,71.0,M,Santa Marta,faltan médicos en el centro de salud.,Seguridad,Urgente,2023-05-02,1,0,0,GRAVE,Seguridad,1,1,2023-05-02
9209,Sofía,27.0,F,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-08-27,1,0,0,LEVE,Seguridad,1,1,2023-08-27
9210,Carlos,70.0,Otro,Pereira,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-06-22,0,0,0,GRAVE,Medio Ambiente,1,1,2024-06-22
9211,Juan,20.0,F,Cali,las basuras no se recogen a tiempo.,Salud,No urgente,2023-06-17,0,1,0,LEVE,Salud,1,1,2023-06-17
9212,Juan,41.0,F,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-01-12,1,0,1,LEVE,Medio Ambiente,1,1,2023-01-12
9213,Pedro,42.0,F,Cali,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-02-10,1,1,0,GRAVE,Seguridad,1,1,2023-02-10
9214,Laura,80.0,F,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-09-02,0,0,1,GRAVE,Medio Ambiente,1,1,2024-09-02
9215,Pedro,21.0,M,Santa Marta,queremos más presencia policial.,Salud,Urgente,2024-10-16,0,1,1,GRAVE,Salud,1,1,2024-10-16
9216,Valentina,30.0,Otro,Bucaramanga,queremos más presencia policial.,Salud,No urgente,2023-10-14,0,0,0,LEVE,Salud,1,1,2023-10-14
9217,Ana,17.0,M,Cartagena,no hay suficientes escuelas públicas.,Educación,Urgente,2024-08-19,1,0,1,GRAVE,Educación,1,1,2024-08-19
9218,Valentina,67.0,,Manizales,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-04-07,0,0,0,LEVE,Medio Ambiente,1,1,2024-04-07
9219,Ana,29.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-09-04,1,1,0,GRAVE,Salud,1,1,2023-09-04
9220,Sofía,76.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-05-27,1,0,0,LEVE,Educación,1,1,2023-05-27
9221,Ana,31.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-02-20,1,1,1,GRAVE,Medio Ambiente,1,1,2024-02-20
9222,Laura,,M,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-01-17,0,1,1,GRAVE,Salud,1,1,2024-01-17
9223,Valentina,69.0,M,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-09-21,1,0,1,GRAVE,Medio Ambiente,1,1,2024-09-21
9224,María,15.0,F,Bogotá,queremos más presencia policial.,Seguridad,Urgente,2024-10-11,0,1,1,GRAVE,Seguridad,1,1,2024-10-11
9225,Carlos,,M,Medellín,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-02-07,1,1,1,LEVE,Seguridad,1,1,2023-02-07
9226,Juan,38.0,M,Manizales,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-06-10,1,0,0,GRAVE,Salud,1,1,2023-06-10
9227,Carlos,56.0,Otro,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-06-02,1,0,1,GRAVE,Seguridad,1,1,2024-06-02
9228,Pedro,15.0,F,Bucaramanga,,Salud,No urgente,2023-07-03,1,1,1,LEVE,Salud,1,1,2023-07-03
9229,Juan,37.0,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-01-26,0,0,0,GRAVE,Seguridad,1,1,2023-01-26
9230,Carlos,,M,Barranquilla,queremos más presencia policial.,Salud,Urgente,2024-06-07,1,1,0,GRAVE,Salud,1,1,2024-06-07
9231,Jorge,28.0,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,Urgente,2023-09-12,0,0,0,GRAVE,Medio Ambiente,1,1,2023-09-12
9232,Camilo,57.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Educación,Urgente,2024-02-29,0,0,0,GRAVE,Educación,1,1,2024-02-29
9233,Carlos,46.0,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-04-24,0,1,1,GRAVE,Medio Ambiente,1,1,2024-04-24
9234,Ana,,Otro,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,2024-10-29,1,0,1,GRAVE,Educación,1,1,2024-10-29
9235,Pedro,80.0,Otro,Manizales,no hay suficientes escuelas públicas.,Salud,No urgente,2023-02-25,0,1,0,LEVE,Salud,1,1,2023-02-25
9236,Carlos,18.0,Otro,Cali,queremos más presencia policial.,Seguridad,No urgente,2024-08-17,1,1,1,LEVE,Seguridad,1,1,2024-08-17
9237,Laura,20.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-06-21,0,1,1,LEVE,Seguridad,1,1,2023-06-21
9238,Ana,51.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-11-29,0,0,0,GRAVE,Seguridad,1,1,2023-11-29
9239,Sofía,23.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-07-04,0,1,0,LEVE,Seguridad,1,1,2023-07-04
9240,Valentina,37.0,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Salud,No urgente,2024-01-13,1,0,1,LEVE,Salud,1,1,2024-01-13
9241,Camilo,20.0,M,Santa Marta,queremos más presencia policial.,Medio Ambiente,No urgente,2023-04-02,1,0,0,LEVE,Medio Ambiente,1,1,2023-04-02
9242,Jorge,75.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Educación,No urgente,2023-04-06,1,1,1,LEVE,Educación,1,1,2023-04-06
9243,Valentina,25.0,Otro,Manizales,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-09-13,0,1,0,LEVE,Seguridad,1,1,2023-09-13
9244,Juan,46.0,M,Medellín,queremos más presencia policial.,Seguridad,Urgente,2024-02-10,1,0,0,GRAVE,Seguridad,1,1,2024-02-10
9245,Ana,,F,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-04-09,1,1,0,LEVE,Educación,1,1,2023-04-09
9246,Pedro,72.0,M,Santa Marta,faltan médicos en el centro de salud.,Educación,Urgente,2023-12-05,1,0,1,GRAVE,Educación,1,1,2023-12-05
9247,María,24.0,F,Manizales,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-05-20,0,1,0,GRAVE,Seguridad,1,1,2024-05-20
9248,Jorge,73.0,F,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,2023-02-10,0,0,1,GRAVE,Educación,1,1,2023-02-10
9249,Laura,32.0,F,Cartagena,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-11-10,0,0,0,LEVE,Seguridad,1,1,2024-11-10
9250,Juan,68.0,Otro,Santa Marta,las basuras no se recogen a tiempo.,Educación,Urgente,2023-05-26,0,1,0,GRAVE,Educación,1,1,2023-05-26
9251,Jorge,41.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-03-06,0,0,1,LEVE,Educación,1,1,2024-03-06
9252,Ana,76.0,F,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,2023-04-01,0,1,0,GRAVE,Seguridad,1,1,2023-04-01
9253,Carlos,59.0,M,Pereira,no hay suficientes escuelas públicas.,Salud,Urgente,2024-10-06,0,1,1,GRAVE,Salud,1,1,2024-10-06
9254,Pedro,78.0,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-06-30,1,0,0,LEVE,Medio Ambiente,1,1,2023-06-30
9255,Juan,35.0,M,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,2024-02-20,1,1,0,GRAVE,Educación,1,1,2024-02-20
9256,Pedro,43.0,F,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-03-01,1,1,0,LEVE,Medio Ambiente,1,1,2024-03-01
9257,Ana,79.0,Otro,Santa Marta,,Educación,Urgente,2023-08-14,1,0,0,GRAVE,Educación,1,1,2023-08-14
9258,Pedro,,M,Medellín,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-05-21,1,1,1,GRAVE,Seguridad,1,1,2024-05-21
9259,Jorge,18.0,F,Bogotá,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-10-12,1,0,0,GRAVE,Seguridad,1,1,2024-10-12
9260,Sofía,66.0,,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2023-10-13,1,1,0,LEVE,Salud,1,1,2023-10-13
9261,Juan,62.0,Otro,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-08-01,0,0,0,GRAVE,Medio Ambiente,1,1,2023-08-01
9262,Pedro,53.0,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-02-11,1,0,1,GRAVE,Medio Ambiente,1,1,2024-02-11
9263,Laura,55.0,F,Cali,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-10-11,0,1,0,GRAVE,Salud,1,1,2023-10-11
